Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
A Sword from Red Ice,Julie Victoria Jones,2007,['Fantasy'],"From OCLC Worldcat's summary, ""As Ash March pursues her destiny with the legendary Sull people, Raif Sevrance seeks a place where he belongs, in a tale set in the wake of deadly clan battles and a darker force from an evil city that threatens their world.""[3]
",,,623,False,False,Sword of Shadows,A Fortress of Grey Ice,Watcher of the Dead
The Barbed Coil,Julie Victoria Jones,1997,['Fantasy'],"The novel is set mostly in the Kingdom of Rhaize where the coming together of three individuals, Tessa McCamfrey, Ravis of Burano and Camron of Thorn, is about to unleash a series of events that culminate in the fight to save the kingdom from the armies of Garizon.
",,,704,False,False,,,
Confessions of a Teenage Drama Queen (novel),Dyan Sheldon,1999,['Young adult'],"The story starts with Mary Elizabeth ""Lola"" Cep as she moves to New Jersey with her family and attempts to become the Queen Bee at Dellwood High (which she prefers to call Deadwood High). In order to become Queen Bee she must contend with Carla Santini, the school's most popular girl, who has no intention of vacating her place in school society. Both end up vying for the role of Eliza Doolittle in the school play, Pygmalion. To sound more interesting to her people Lola lies to her new friend Ella Gerard about her father being killed by a vehicle while taking flowers to his wife. One morning Lola's favorite band, Sidartha, break up and are doing their last ever concert together in New York City. When Carla boasts that she gets VIP passes to the band's last concert and the after party, Lola says she and Ella are also going so they attempt to buy tickets but without success. Lola asks her mother if she can go who says unless she goes with her dad she can't.
",,,272,False,True,,,
Sophie Pitt-Turnbull Discovers America,Dyan Sheldon,2005,['Young adult novel'],,,,,False,False,,,
Ararat (novel),Christopher Golden,2017,"['Horror', ' thriller']",,,,320,False,False,Ben Walker,,
Red Moon and Black Mountain,Joy Chant,1970,['Fantasy novel'],"The story involves three children of our own world transported to the world of Vandarei and there separated; the older boy, Oliver, is adopted by horse-lords, and in a peculiar time-dilation effect grows to adulthood among them, forgetting his origins, while his younger siblings, taken in by the princess In'serinna, remain children and pursue their own quest. All their adventures are part of a larger effort to defeat Satan.
",,,276,False,False,Vandarei series,,The Grey Mane of Morning
When Voiha Wakes,Joy Chant,1983,,,,,,,,,,
Burmese Days,George F. Will,1934,['Novel'],"Orwell spent five years from 1922 to 1927 as a police officer in the Indian Imperial Police force in Burma (now Myanmar). The British had gradually annexed Burma in stages, and it was not until 1885, when they captured the royal capital of Mandalay, that Burma as a whole could be declared part of the British Empire. Migrant workers from India and China supplemented the native Burmese population. Although Burma was the wealthiest country in Southeast Asia under British rule, much of the wealth was in the hands of Europeans. As colony it was seen very much as a backwater.[4] Under the British administration, the people of Burma were at the bottom of social hierarchy, with Europeans at the top, Indians, Chinese, and Christianized minorities in the middle, and Buddhist Burmese at the bottom.[5]
",,,300,False,False,,Down and Out in Paris and London,A Clergyman's Daughter
A Clergyman's Daughter,George F. Will,1935,,"After Orwell returned from Paris in December 1929 he used his parents' house in Southwold as his base for the next five years. Southwold is a small provincial town on the east Suffolk coast.
The family was well established in the local community and he became acquainted with many local people. His sister Avril was running a teashop in the town. Brenda Salkeld, a gym teacher at St Felix School and the daughter of a clergyman, was to remain a friend and regular correspondent about his work for many years, although she rejected his proposal of marriage.[3]
",,,,False,False,,Burmese Days,Keep the Aspidistra Flying
Animal Farm,George F. Will,1945,['Political satire'],"The animal populace of the poorly run Manor Farm near Willingdon, England, is ripened for rebellion by neglect at the hands of the irresponsible and alcoholic farmer, Mr. Jones. One night, the exalted boar, Old Major, holds a conference, at which he calls for the overthrow of humans and teaches the animals a revolutionary song called ""Beasts of England"". When Old Major dies, two young pigs, Snowball and Napoleon, assume command and stage a revolt, driving Mr. Jones off the farm and renaming the property ""Animal Farm"". They adopt the Seven Commandments of Animalism, the most important of which is, ""All animals are equal"". The decree is painted in large letters on one side of the barn. Snowball teaches the animals to read and write, while Napoleon educates young puppies on the principles of Animalism. To commemorate the start of Animal Farm, Snowball raises a green flag with a white hoof and horn. Food is plentiful, and the farm runs smoothly. The pigs elevate themselves to positions of leadership and set aside special food items, ostensibly for their health. Following an unsuccessful attempt by Mr. Jones and his associates to retake the farm (later dubbed the ""Battle of the Cowshed""), Snowball announces his plans to modernise the farm by building a windmill. Napoleon disputes this idea, and matters come to a head, which culminates in Napoleon's dogs chasing Snowball away and Napoleon effectively declaring himself supreme commander.
",,,92,False,True,,Inside the Whale and Other Essays,Nineteen Eighty-Four
Nineteen Eighty-Four,George F. Will,1949,['Dystopianpolitical fictionsocial science fiction'],"The Orwell Archive at University College London contains undated notes about ideas that evolved into Nineteen Eighty-Four. The notebooks have been deemed ""unlikely to have been completed later than January 1944"", and ""there is a strong suspicion that some of the material in them dates back to the early part of the war"".[13]
",,,328,True,True,,Animal Farm,
Tripoint (novel),C. J. Cherryh,1994,['Science fiction'],"Twenty years in the past, merchanter ships Sprite and Corinthian were docked at Mariner Station. What started out as a friendly sleepover between the inexperienced Marie Hawkins of Sprite and Austin Bowe of Corinthian turned into rape, with Marie becoming pregnant. She elected to raise the child, Thomas Bowe-Hawkins, on Sprite, but was consumed with rage. Her brother was the senior captain of Sprite. Tom grew up with an ambivalent mother and was never fully accepted by his family. When Austin later became senior captain of Corinthian, Marie started tracking Corinthian's movements in order to expose what she suspected was smuggling.
",,,377,False,False,,,
Regenesis (novel),C. J. Cherryh,2009,['Science fiction'],"Ariane Emory is the eighteen-year-old clone of an extraordinary woman who was both a preeminent research scientist and the leader of the Expansionist Party, which has controlled Union since its inception. Her predecessor had some very powerful friends and enemies. However, as her genemother had died under suspicious circumstances before she was even born, Emory is unsure who they are.
",,,592,False,False,,Cyteen,
Brothers of Earth,C. J. Cherryh,1976,['Science fiction'],"The protagonist of the book is Kurt Morgan, a crewman on the Alliance ship Endymion, which was destroyed in a space battle with Hanan forces.  Morgan evacuates the ship and lands on an alien planet, home of the Nemet race.  Morgan is rescued by one faction of the Nemet and becomes embroiled in their political and military struggles.  Morgan is not the first human stranded on the planet, however.  His encounters with a previous female human castaway endanger the entire Nemet race when she reacts badly and threatens to unleash weapons of mass destruction on the planet.
",,,,False,False,,,
Gate of Ivrel,C. J. Cherryh,1976,['Fantasy'],"The pre-technological land of Andur-Kursh is fought over by rival clans, among them the Nhi and the Chya. Vanye is the despised bastard son of a Nhi lord and a Chya captive. One day, he kills one legitimate half-brother and maims the other after being baited. 
",,,,False,False,The Morgaine Stories,,Well of Shiuan (1978)
Well of Shiuan,C. J. Cherryh,1978,['Fantasy'],"Mija Jherun, a fey seventeen-year-old peasant woman, lives in a world inexorably being overwhelmed by the sea. One day, after looting a barrow, the tomb of a young warrior-king, she is chased by an armored man on horseback back to her village. He breaks into the poor home she shares with her family, helps himself to some food, and asks if anyone has seen a pale woman on a grey horse. After repulsing an attack by the men of the village, he departs for Shiuan, a richer land ruled by the khal, another race that is enough like humans to successfully interbreed.
",,,,False,False,The Morgaine Stories,Gate of Ivrel(1976),Fires of Azeroth (1979)
