author,books,genres,subgenres,classic,narrator
Marie Lu ,"['Legend', 'The Young Elites', 'The Rose Society', 'The Midnight Star', 'The Evertree']","['Science Fiction', 'Romance', 'Fantasy']","['Post Apocalyptic', 'Magic', 'High Fantasy', 'Paranormal']",no,third-person
Charles Frazier,['Cold Mountain'],['Romance'],['Historical Fiction'],classic,third-person
Natalie Babbitt,"['Tuck Everlasting', 'Kneeknock Rise']","['Fantasy', 'Romance']","['Historical Fiction', 'Realistic Fiction']",classic,third-person
Kami Garcia ,"['Beautiful Creatures', 'Beautiful Darkness', 'Beautiful Chaos', 'Beautiful Redemption', 'Unbreakable', 'Teen Titans: Raven', 'Dangerous Creatures', 'Broken Beautiful Hearts', 'Beautiful Creatures: The Manga', 'Dangerous Deception']","['Fantasy', 'Romance', 'Horror']","['Paranormal', 'Magic', 'Paranormal Romance', 'Urban Fantasy', 'Demons', 'Realistic Fiction', 'Contemporary Romance']",no,third-person
J.R. Ward ,"['Dark Lover', 'Lover Awakened', 'Lover Unbound', 'Lover Revealed', 'Lover Avenged', 'Lover Mine', 'Lover Enshrined', 'Lover Unleashed', 'Lover at Last', 'Lover Reborn', 'Covet', 'The King', 'The Shadows', 'Blood Kiss', 'The Chosen', 'Envy', 'Blood Vow', 'The Beast', 'Immortal', 'The Bourbon Kings', 'The Sinner', 'The Savior', 'The Thief', 'Blood Fury', 'Crave', 'Blood Truth', 'The Jackal']","['Romance', 'Fantasy']","['Paranormal', 'Vampires', 'Paranormal Romance', 'Urban Fantasy', 'Demons', 'Contemporary Romance']",no,third-person
Robert Jordan,"['The Eye of the World', 'The Dragon Reborn', 'The Great Hunt', 'The Shadow Rising', 'The Gathering Storm', 'Lord of Chaos', 'Towers of Midnight', 'A Memory of Light', 'The Fires of Heaven', 'Knife of Dreams', ""Winter's Heart"", 'Crossroads of Twilight', 'A Crown of Swords', 'The Path of Daggers', 'New Spring', 'Conan the Unconquered', 'The Fallon Blood']","['Fantasy', 'Science Fiction']","['Epic Fantasy', 'High Fantasy', 'Magic', 'Sword and Sorcery', 'Historical Fiction']",no,third-person
Jerry Spinelli,"['Stargirl', 'Love, Stargirl', 'The Library Card', 'Smiles to Go']","['Romance', 'Fantasy']",['Realistic Fiction'],no,first-person
Salman Rushdie,"[""Midnight's Children"", 'The Enchantress of Florence', 'Luka and the Fire of Life']",['Fantasy'],"['Historical Fiction', 'Magic']",no,third-person
Jennifer L. Armentrout ,"['Obsidian', 'Onyx', 'Wait for You', ""Don't Look Back"", 'Stay with Me', 'Cursed', 'The Problem with Forever', 'Be with Me', 'Forever with You', 'Fall with Me']","['Fantasy', 'Romance', 'Science Fiction']","['Paranormal', 'Paranormal Romance', 'Urban Fantasy', 'Contemporary Romance', 'Realistic Fiction', 'Magic']",no,first-person
Ray Bradbury,"['The Martian Chronicles', 'There Will Come Soft Rains', 'From the Dust Returned']","['Science Fiction', 'Fantasy', 'Horror']","['Space', 'Post Apocalyptic', 'Paranormal']",classic,second-person
Michael Ondaatje,['The English Patient'],['Romance'],['Historical Fiction'],classic,omniscent
David Mitchell,"['Cloud Atlas', 'Slade House']","['Science Fiction', 'Fantasy', 'Horror']","['Historical Fiction', 'Paranormal']",no,first-person
Andy Weir ,"['The Martian', 'Artemis']","['Science Fiction', 'Fantasy']",['Space'],no,first-person
Tahereh Mafi,"['Shatter Me', 'Ignite Me', 'Unravel Me', 'Restore Me', 'A Very Large Expanse of Sea', 'Defy Me', 'Imagine Me', 'Furthermore', 'Whichwood']","['Fantasy', 'Romance', 'Science Fiction', 'Horror']","['Paranormal', 'Post Apocalyptic', 'Realistic Fiction', 'Historical Fiction', 'Magic', 'High Fantasy']",no,third-person
Philip Pullman,"['The Amber Spyglass', 'The Subtle Knife', 'The Ruby in the Smoke', 'The Shadow in the North', 'The Tiger in the Well', 'The Tin Princess', ""The Firework-Maker's Daughter""]","['Fantasy', 'Science Fiction', 'Romance']","['Magic', 'Historical Fiction']",no,third-person
Boris Pasternak,['Doctor Zhivago'],['Romance'],['Historical Fiction'],classic,third-person
Laura Esquivel,"['Like Water for Chocolate', 'Swift as Desire']","['Romance', 'Fantasy']",['Historical Fiction'],classic,third-person
Leigh Bardugo ,"['Six of Crows', 'Crooked Kingdom', 'Shadow and Bone', 'Siege and Storm', 'Ruin and Rising', 'Ninth House', 'King of Scars']","['Fantasy', 'Romance', 'Horror']","['Magic', 'High Fantasy', 'Paranormal', 'Urban Fantasy']",no,third-person
Laini Taylor ,"['Daughter of Smoke & Bone', 'Days of Blood & Starlight', 'Strange the Dreamer', 'Dreams of Gods and Monsters', 'Lips Touch: Three Times', 'Muse of Nightmares', 'Blackbringer']","['Fantasy', 'Romance']","['Paranormal', 'Urban Fantasy', 'Magic', 'High Fantasy']",no,third-person
Alyson Noel ,"['Evermore', 'Blue Moon', 'Shadowland', 'Dark Flame', 'Night Star', 'Everlasting', 'Fated', 'Echo', 'Radiance', 'Mystic', 'Horizon', 'Shimmer', 'Art Geeks and Prom Queens', 'Dreamland', 'Faking 19', 'Saving Zoe', 'Cruel Summer']","['Fantasy', 'Romance']","['Paranormal', 'Paranormal Romance', 'Urban Fantasy', 'Vampires', 'Magic', 'Demons', 'Realistic Fiction', 'Contemporary Romance']",no,third-person
Stephanie Perkins ,"['Anna and the French Kiss', 'Lola and the Boy Next Door', 'Isla and the Happily Ever After']",['Romance'],"['Realistic Fiction', 'Contemporary Romance']",no,omniscent
James Patterson ,"['The Angel Experiment', ""Suzanne's Diary for Nicholas"", ""School's Out--Forever"", 'Saving the World and Other Extreme Sports', 'Max', 'The Final Warning', 'Fang', 'Angel', ""Sundays at Tiffany's"", 'Nevermore', 'Witch & Wizard', 'The Dangerous Days of Daniel X', 'The Jester', ""Sam's Letters to Jennifer"", 'Maximum Ride Forever', 'Demons and Druids', 'Watch the Skies', 'Armageddon', 'Game Over', 'The Kiss']","['Fantasy', 'Science Fiction', 'Romance']","['Paranormal', 'Urban Fantasy', 'Contemporary Romance', 'Magic', 'Historical Fiction', 'Time Travel']",no,first-person
Ransom Riggs,"[""Miss Peregrine's Home for Peculiar Children"", 'Hollow City', 'Library of Souls', ""Miss Peregrine's Home for Peculiar Children: The Graphic Novel"", 'A Map of Days', 'Hollow City']","['Fantasy', 'Horror']","['Paranormal', 'Time Travel', 'Historical Fiction']",no,third-person
Ally Condie ,"['Matched', 'Crossed', 'Yearbook', 'Reunion', 'Atlantia']","['Romance', 'Science Fiction', 'Fantasy']","['Post Apocalyptic', 'Realistic Fiction', 'Paranormal']",no,third-person
Emmuska Orczy,"['The Scarlet Pimpernel', 'El Dorado: Further Adventures of the Scarlet Pimpernel', 'The Triumph of the Scarlet Pimpernel', 'The Elusive Pimpernel']",['Romance'],['Historical Fiction'],classic,third-person
Colleen Hoover ,"['Hopeless', 'Slammed', 'Ugly Love', 'Point of Retreat', 'Losing Hope', 'It Ends with Us', 'This Girl', 'Maybe Someday', 'November 9', 'Never Never', 'Confess', 'Never Never: Part Two', 'Without Merit', 'Regretting You', 'Too Late', 'All Your Perfects', 'Never Never: Part Three', 'Heart Bones']","['Romance', 'Fantasy']","['Contemporary Romance', 'Realistic Fiction', 'Paranormal']",no,third-person
Susanna Clarke,"['Jonathan Strange & Mr Norrell', 'The Ladies of Grace Adieu and Other Stories']",['Fantasy'],"['Historical Fiction', 'Magic']",no,omniscent
Nick Hornby,['High Fidelity'],['Romance'],['Comedy'],no,third-person
Eoin Colfer,"['Artemis Fowl', 'The Eternity Code', 'The Lost Colony', 'The Arctic Incident', 'The Opal Deception', 'The Time Paradox', 'The Atlantis Complex', 'Airman', 'The Last Guardian', 'The Wish List', 'Artemis Fowl: The Graphic Novel', 'The Supernaturalist', 'Half-Moon Investigations', 'The Criminal Mastermind Collection, Bks 1-3 (Artemis Fowl, #1-3)', 'Click', 'Click']","['Fantasy', 'Science Fiction']","['Magic', 'Urban Fantasy', 'Time Travel', 'Historical Fiction', 'Paranormal', 'Realistic Fiction']",no,third-person
Bernhard Schlink,['The Reader'],['Romance'],['Historical Fiction'],classic,first-person
Francine Rivers ,"['Redeeming Love', 'A Voice in the Wind', 'An Echo in the Darkness', 'As Sure as the Dawn', 'The Scarlet Thread', 'Unashamed: Rahab', 'Unspoken: Bathsheba', 'Unshaken: Ruth']",['Romance'],"['Historical Fiction', 'Historical Romance']",no,third-person
Edith Wharton,"['The Age of Innocence', 'Ethan Frome', 'The Buccaneers', 'Summer']",['Romance'],['Historical Fiction'],classic,omniscent
William Gibson,"['Neuromancer', 'Pattern Recognition', 'Count Zero', 'Spook Country', 'Burning Chrome', 'Mona Lisa Overdrive', 'The Peripheral', 'Virtual Light', 'Johnny Mnemonic', 'The Difference Engine', 'Idoru', ""All Tomorrow's Parties""]","['Science Fiction', 'Fantasy']","['Cyberpunk', 'Time Travel', 'Historical Fiction']",no,third-person
David Guterson,['Snow Falling on Cedars'],['Romance'],['Historical Fiction'],classic,third-person
E.M. Forster,"['A Room with a View', 'Howards End', 'Maurice', 'Where Angels Fear to Tread']",['Romance'],['Historical Fiction'],classic,third-person
William Peter Blatty,"['The Exorcist', 'Legion']","['Horror', 'Fantasy']",['Paranormal'],classic,second-person
Rick Yancey,"['The 5th Wave', 'The Infinite Sea', 'The Monstrumologist', 'The Last Star', 'The Isle of Blood', 'The Curse of the Wendigo']","['Science Fiction', 'Fantasy', 'Romance', 'Horror']","['Post Apocalyptic', 'Historical Fiction', 'Paranormal', 'Monsters']",no,third-person
Julie Kagawa ,"['The Iron King', 'The Iron Queen', 'The Iron Daughter', 'The Immortal Rules', 'The Iron Knight', 'The Eternity Cure', 'The Lost Prince', 'Talon', 'The Iron Traitor', 'Rogue', 'The Iron Warrior', 'Soldier']","['Fantasy', 'Romance']","['Paranormal', 'Magic', 'Urban Fantasy', 'Vampires', 'Post Apocalyptic']",no,first-person
Benjamin Alire Saenz ,['Aristotle and Dante Discover the Secrets of the Universe'],['Romance'],['Realistic Fiction'],no,third-person
William Makepeace Thackeray,['Vanity Fair'],['Romance'],['Historical Fiction'],classic,omniscent
Terry Goodkind,"[""Wizard's First Rule"", 'Faith of the Fallen', 'Stone of Tears', 'Temple of the Winds', 'Blood of the Fold', 'Soul of the Fire', 'Chainfire', 'Confessor', 'Phantom', 'Naked Empire', 'The Pillars of Creation', 'The First Confessor', 'The Third Kingdom']","['Fantasy', 'Romance', 'Science Fiction']","['Epic Fantasy', 'High Fantasy', 'Magic']",no,third-person
Elizabeth Gaskell,"['North and South', 'Wives and Daughters', ""Sylvia's Lovers""]",['Romance'],"['Historical Fiction', 'Historical Romance']",classic,third-person
Neal Stephenson ,"['Snow Crash', 'Cryptonomicon', ""The Diamond Age: Or, A Young Lady's Illustrated Primer"", 'Quicksilver', 'Anathem', 'The Confusion', 'The System of the World', 'Seveneves', 'Reamde', 'The Rise and Fall of D.O.D.O.']","['Science Fiction', 'Fantasy']","['Cyberpunk', 'Historical Fiction', 'Post Apocalyptic', 'Space', 'Time Travel', 'Magic']",no,third-person
Libba Bray ,"['A Great and Terrible Beauty', 'Rebel Angels', 'The Diviners', 'The Sweet Far Thing', 'Going Bovine', 'Lair of Dreams']","['Fantasy', 'Romance', 'Horror']","['Historical Fiction', 'Paranormal', 'Magic', 'Realistic Fiction']",no,third-person
Sylvia Day ,"['Bared to You', 'Reflected in You', 'Entwined with You', 'Captivated by You', 'One with You', 'The Stranger I Married', 'Seven Years to Sin', 'Ask For It', 'Pride and Pleasure', 'Aftershock', ""Don't Tempt Me"", 'Passion for the Game', 'A Passion for Him', 'Afterburn', 'Pleasures of the Night', 'Bad Boys Ahoy!']","['Romance', 'Fantasy']","['Contemporary Romance', 'Erotic Romance', 'Historical Romance', 'Historical Fiction', 'Paranormal', 'Paranormal Romance']",no,third-person
Kelley Armstrong ,"['The Summoning', 'The Awakening', 'The Reckoning', 'Bitten', 'The Gathering', 'Stolen', 'Haunted', 'Frostbitten', 'The Calling', 'Men of the Otherworld', 'The Rising', 'Tales of the Otherworld', 'Broken', 'Dime Store Magic', 'Waking the Witch', 'Spell Bound', 'Living with the Dead', 'No Humans Involved', 'Personal Demon', 'Industrial Magic', 'Deceptions', 'Exit Strategy', 'Sea of Shadows']","['Fantasy', 'Romance', 'Horror']","['Paranormal', 'Urban Fantasy', 'Magic', 'Paranormal Romance', 'Vampires', 'Demons', 'High Fantasy']",no,third-person
Dalton Trumbo,['Johnny Got His Gun'],['Horror'],['Historical Fiction'],classic,omniscent
Joanne Harris ,"['Chocolat', 'The Girl with No Shadow', 'Holy Fools', 'Runemarks', 'Sleep, Pale Sister', 'Peaches for Father Francis']","['Romance', 'Fantasy', 'Horror']","['Historical Fiction', 'Magic']",no,third-person
Jeaniene Frost ,"['Halfway to the Grave', 'One Foot in the Grave', ""At Grave's End"", 'Destined for an Early Grave', 'First Drop of Crimson', 'This Side of the Grave', 'One Grave at a Time', 'Eternal Kiss of Darkness', 'Once Burned', 'Twice Tempted', 'Bound by Flames']","['Romance', 'Fantasy']","['Paranormal', 'Vampires', 'Urban Fantasy', 'Paranormal Romance', 'Magic', 'Demons']",no,first-person
Simone Elkeles ,"['Perfect Chemistry', 'Rules of Attraction', 'Chain Reaction', 'Leaving Paradise', 'Return to Paradise', 'Wild Cards', 'How to Ruin a Summer Vacation', 'How to Ruin My Teenage Life']",['Romance'],"['Contemporary Romance', 'Realistic Fiction']",no,first-person
Victoria Aveyard ,"['Red Queen', 'Glass Sword', ""King's Cage"", 'War Storm']","['Fantasy', 'Romance', 'Science Fiction']","['Magic', 'Paranormal', 'High Fantasy']",no,third-person
Wilkie Collins,['The Woman in White'],['Horror'],['Historical Fiction'],classic,third-person
Sarah Dessen ,"['Just Listen', 'The Truth About Forever', 'This Lullaby', 'Along for the Ride', 'Lock and Key', 'Dreamland', 'Someone Like You', 'Keeping the Moon', 'What Happened to Goodbye', 'Saint Anything', 'That Summer', 'The Moon and More', 'How to Deal', 'The Rest of the Story']",['Romance'],['Realistic Fiction'],no,omniscent
Arthur C. Clarke,"['2001: A Space Odyssey', 'Rendezvous with Rama', 'Rama Revealed', 'The Light of Other Days', '2010: Odyssey Two', 'The Garden of Rama', 'The Fountains of Paradise', 'The Songs of Distant Earth', 'The Sentinel', 'The Wind From the Sun', 'A Fall of Moondust', '2061: Odyssey Three', '3001: The Final Odyssey']","['Science Fiction', 'Fantasy']","['Space', 'Time Travel', 'Hard Science Fiction', 'Post Apocalyptic']",classic,first-person
Deborah Harkness ,"['A Discovery of Witches', 'Shadow of Night', 'The Book of Life', ""Time's Convert""]","['Fantasy', 'Romance']","['Paranormal', 'Vampires', 'Magic', 'Urban Fantasy', 'Paranormal Romance', 'Historical Fiction', 'Time Travel']",no,third-person
William Shakespeare,"['Much Ado About Nothing', 'The Taming of the Shrew', 'As You Like It', 'Antony and Cleopatra', ""All's Well That Ends Well""]",['Romance'],"['Comedy', 'Historical Fiction']",classic,third-person
Sherrilyn Kenyon ,"['Acheron', 'Fantasy Lover', 'Dance with the Devil', 'Night Play', 'Night Pleasures', 'Infinity', 'Night Embrace', 'Devil May Cry', 'Unleash the Night', 'Seize the Night', 'Dark Side of the Moon', 'Born of Night', 'Sins of the Night', 'Born of Silence', 'Invincible', 'Infamous', 'The Dream Hunter', 'Born of Shadows', 'Born of Defiance', 'Upon the Midnight Clear', 'Born of Legend', 'Tie Me Up, Tie Me Down', 'Born of Ice', 'Night Pleasures/Night Embrace']","['Romance', 'Fantasy', 'Science Fiction']","['Paranormal Romance', 'Paranormal', 'Vampires', 'Urban Fantasy', 'Demons', 'Zombies', 'Magic', 'Contemporary Romance', 'Erotic Romance']",no,third-person
D.H. Lawrence,"[""Lady Chatterley's Lover"", 'The Rainbow']",['Romance'],['Historical Fiction'],classic,third-person
Michelle Hodkin ,"['The Unbecoming of Mara Dyer', 'The Evolution of Mara Dyer', 'The Retribution of Mara Dyer']","['Fantasy', 'Romance', 'Horror']","['Paranormal', 'Paranormal Romance']",no,third-person
J.R.R. Tolkien,"['The Return of the King', 'The Two Towers', 'The Book of Lost Tales, Part One', 'The Book of Lost Tales, Part Two', 'The Fall of Arthur', 'The Legend of Sigurd & Gudrun', 'The Lays of Beleriand']",['Fantasy'],"['High Fantasy', 'Epic Fantasy', 'Magic', 'Historical Fiction']",classic,third-person
Jennifer Niven ,"['All the Bright Places', 'Holding Up the Universe', 'Velva Jean Learns to Drive']",['Romance'],"['Realistic Fiction', 'Historical Fiction']",no,third-person
Pittacus Lore,"['I Am Number Four', 'The Power of Six', 'The Rise of Nine', 'The Fall of Five', 'The Revenge of Seven', 'The Fate of Ten', 'United as One', 'The Last Days of Lorien', 'The Search for Sam', ""Nine's Legacy"", ""Six's Legacy"", 'The Fallen Legacies', 'Return to Paradise', ""Five's Legacy"", ""Five's Betrayal""]","['Fantasy', 'Science Fiction', 'Romance']",['Paranormal'],no,third-person
Susan Ee ,"['Angelfall', 'World After', 'End of Days']","['Fantasy', 'Romance']","['Paranormal', 'Urban Fantasy', 'Post Apocalyptic', 'Demons']",no,first-person
Paullina Simons,"['The Bronze Horseman', 'Tatiana and Alexander', 'The Summer Garden', 'Tully', 'The Girl In Times Square']",['Romance'],"['Historical Fiction', 'Historical Romance', 'Contemporary Romance']",no,third-person
Garth Nix ,"['Sabriel', 'Lirael', 'Abhorsen', 'Mister Monday', 'Clariel', 'Drowned Wednesday', 'Lord Sunday', 'The Violet Keystone', 'Above the Veil', 'The Fall', 'Into Battle', 'The Ragwitch', 'Frogkisser!', 'Blood Ties', 'Superior Saturday', 'Lady Friday', 'Sir Thursday', 'Grim Tuesday', 'Castle']","['Fantasy', 'Science Fiction', 'Horror']","['Magic', 'High Fantasy', 'Epic Fantasy']",no,third-person
Shannon Hale ,"['The Goose Girl', 'Book of a Thousand Days', 'Enna Burning', 'River Secrets', 'Austenland', 'Forest Born', 'The Actor and the Housewife', 'Fire and Ice', 'The Unfairest of Them All', 'The Storybook of Legends']","['Fantasy', 'Romance']","['Magic', 'Historical Fiction', 'Contemporary Romance', 'Comedy', 'Realistic Fiction']",no,first-person
Dodie Smith,['I Capture the Castle'],['Romance'],['Historical Fiction'],classic,omniscent
Alexandra Bracken ,"['The Darkest Minds', 'Never Fade', 'In The Afterlight', 'Brightly Woven', 'Passenger', 'Wayfarer']","['Fantasy', 'Science Fiction', 'Romance']","['Paranormal', 'Magic', 'High Fantasy', 'Time Travel', 'Historical Fiction']",no,third-person
Melissa Marr ,"['Wicked Lovely', 'Ink Exchange', 'Fragile Eternity', 'Radiant Shadows', 'Darkest Mercy', 'Graveminder', 'Carnival of Souls']","['Fantasy', 'Romance', 'Horror']","['Paranormal', 'Urban Fantasy', 'Paranormal Romance', 'Magic', 'Zombies', 'Demons']",no,third-person
