,Name,Birth Year,Genres,Books
65,Piers Anthony,1934.0,,"['A Spell for Chameleon', 'The Source of Magic', 'Castle Roogna', 'Centaur Aisle', 'Night Mare', 'Dragon on a Pedestal', 'Golem in the Gears', 'Vale of the Vole', 'Heaven Cent', 'Man from Mundania', 'Isle of View', 'Question Quest', 'The Color of Her Panties', ""Demons Don't Dream"", 'Harpy Thyme', 'Geis of the Gargoyle', 'Roc and a Hard Place', 'Yon Ill Wind', 'Faun &amp; Games', 'Zombie Lover', 'Xone of Contention', 'The Dastard', 'Swell Foop', 'Up in a Heaval', 'Cube Route', 'Currant Events', 'Pet Peeve (novel)', 'Stork Naked', 'Air Apparent', 'Two to the Fifth', 'Jumper Cable', 'Knot Gneiss', 'Well-Tempered Clavicle', 'Luck of the Draw (novel)', 'Thousandstar', 'Juxtaposition (novel)', 'Bearing an Hourglass', 'With a Tangled Skein', 'Wielding a Red Sword', 'For Love of Evil', 'And Eternity', 'Mercenary (novel)', 'Politician (novel)', 'Executive (novel)', 'Statesman (novel)', 'Prostho Plus', 'Shade of the Tree', 'Tatham Mound', 'Killobyte']"
66,Nathaniel Hawthorne,1804.0,['Gothic novel'],"['The House of the Seven Gables', 'The Blithedale Romance', 'A Wonder-Book for Girls and Boys', 'Tanglewood Tales', 'Fanshawe (novel)', 'The House of the Seven Gables', 'The Blithedale Romance', 'The Marble Faun', 'A Wonder-Book for Girls and Boys', 'Tanglewood Tales']"
67,Caryl Churchill,1938.0,,[]
68,John Irving,1942.0,,"['Tales of the Alhambra', 'Astoria (book)', 'Mahomet and His Successors', 'A History of New York', 'The Smurfs: The Legend of Smurfy Hollow']"
69,Richard Russo,1949.0,,[]
70,Ian Rankin,1960.0,['Detective fiction'],"['The Flood (novel)', 'Knots and Crosses', 'Watchman (novel)', 'Westwind (novel)', 'Hide and Seek (Rankin novel)', 'Tooth and Nail (novel)', 'Strip Jack', 'The Black Book (Rankin novel)', 'Witch Hunt (novel)', 'Mortal Causes', 'Bleeding Hearts', 'Let It Bleed (novel)', 'Blood Hunt', 'Black &amp; Blue (Rankin novel)', 'The Hanging Garden (Rankin novel)', 'Dead Souls (Rankin novel)', 'Set in Darkness', 'The Falls (Rankin novel)', 'Resurrection Men', 'A Question of Blood', 'Fleshmarket Close', 'The Naming of the Dead', 'Exit Music', 'Doors Open', 'The Complaints', 'The Impossible Dead', ""Standing in Another Man's Grave""]"
71,JOSEPH GIRZONE,,,
72,Kit Pearson,1947.0,['Young adult novel'],"['The Sky Is Falling (Pearson novel)', 'Awake and Dreaming']"
73,Elmore Leonard,1925.0,Pulp fictionWesternsCrime fiction,[]
74,Maeve Binchy,1939.0,Fictionplayshort storytravel writing,[]
75,Jen Banbury,,,[]
76,Patricia Cornwell,1956.0,,"['Postmortem (novel)', 'Body of Evidence (novel)', 'All That Remains (novel)', 'Cruel and Unusual (novel)', 'The Body Farm (novel)', 'Cause of Death (novel)', 'The Last Precinct (novel)', 'Blow Fly (novel)', 'Trace (novel)', 'Predator (Cornwell novel)', 'Book of the Dead (Cornwell novel)', 'Scarpetta (novel)', 'The Bone Bed', 'Dust (novel)', ""Hornet's Nest (novel)"", 'Southern Cross (novel)']"
77,Julia Glass,1956.0,['Christian apologetics'],[]
78,Tawni O'Dell,1964.0,,[]
79,Michael Marshall Smith,1965.0,,[]
80,Enric Tremps,,,
81,Ted Dekker,1962.0,,"['Infidel (novel)', 'Skin (Dekker novel)', ""Immanuel's Veins"", 'Blink (novel)', 'Obsessed (novel)', 'Adam (novel)', ""BoneMan's Daughters"", ""The Priest's Graveyard"", 'Infidel (novel)', 'Skin (Dekker novel)', ""Immanuel's Veins"", 'Obsessed (novel)', ""BoneMan's Daughters"", ""The Priest's Graveyard""]"
82,C. S. Lewis,1898.0,['Non-fiction'],"['The Problem of Pain', 'Mere Christianity', 'Mere Christianity', 'The Abolition of Man', 'Mere Christianity', 'Mere Christianity', 'The Four Loves', 'An Experiment in Criticism', ""The Pilgrim's Regress"", 'Out of the Silent Planet', 'That Hideous Strength', 'The Screwtape Letters', 'The Great Divorce', 'The Lion, the Witch and the Wardrobe', 'Prince Caspian', 'The Voyage of the Dawn Treader', 'The Silver Chair', 'The Horse and His Boy', ""The Magician's Nephew"", 'The Last Battle', 'Till We Have Faces', 'Spirits in Bondage', ""The Pilgrim's Regress"", 'The Screwtape Letters', 'The Great Divorce', 'Till We Have Faces', 'Letters to Malcolm', 'Out of the Silent Planet', 'Perelandra', 'That Hideous Strength', 'The Lion, the Witch and the Wardrobe', 'Prince Caspian', 'The Voyage of the Dawn Treader', 'The Silver Chair', 'The Horse and His Boy', ""The Magician's Nephew"", 'The Last Battle', 'The Personal Heresy', 'The Problem of Pain', 'The Abolition of Man', 'Miracles (book)', 'Mere Christianity', 'Surprised by Joy', 'The Four Loves', 'An Experiment in Criticism', 'A Grief Observed', 'Letters to Malcolm', 'The Discarded Image']"
83,Peg Kehret,,,[]
84,Armistead Maupin,1944.0,['Novel'],"['Tales of the City (novel)', 'More Tales of the City (novel)', 'Further Tales of the City (novel)', 'Babycakes', 'Significant Others (novel)', 'Sure of You', 'Michael Tolliver Lives', 'Mary Ann in Autumn', 'The Days of Anna Madrigal', 'Maybe the Moon', 'The Night Listener (novel)']"
85,Beverly Cleary,1916.0,,[]
86,Fannie Flagg,1944.0,,[]
87,Eric Schlosser,1959.0,Non-fiction,[]
88,Danielle Steel,1947.0,RomanceContemporary,[]
89,Spencer Johnson,,,
90,Ian McEwan,1948.0,,"['The Cement Garden', 'The Comfort of Strangers', 'The Child in Time', 'The Innocent (McEwan novel)', 'Black Dogs', 'Enduring Love', 'Amsterdam (novel)', 'Atonement (novel)', 'Saturday (novel)', 'On Chesil Beach', 'Solar (novel)', 'Sweet Tooth (novel)', 'The Children Act (novel)', 'Nutshell (novel)', 'Machines Like Me', 'Lessons (novel)', 'The Daydreamer (novel)', ""The Ploughman's Lunch"", 'The Cement Garden', 'The Comfort of Strangers', 'The Child in Time', 'The Innocent (McEwan novel)', 'Black Dogs', 'Enduring Love', 'Amsterdam (novel)', 'Atonement (novel)', 'Saturday (novel)', 'On Chesil Beach', 'Solar (novel)', 'Sweet Tooth (novel)', 'The Children Act (novel)', 'Nutshell (novel)', 'Machines Like Me', 'The Cockroach (novella)', 'Lessons (novel)', 'First Love, Last Rites', 'In Between the Sheets', 'The Daydreamer (novel)', ""The Ploughman's Lunch""]"
91,Gwyn Hyman Rubio,1949.0,,[]
92,Audrey Niffenegger,1963.0,['Folk Literature'],"[""The Time Traveler's Wife"", 'Her Fearful Symmetry', 'Raven Girl']"
93,Chaim Potok,1929.0,Literary fiction,[]
94,Scott Spencer,,,
95,V.S. Naipaul,1932.0,,"['A House for Mr Biswas', 'In a Free State', 'A Bend in the River', 'The Enigma of Arrival', 'The Mystic Masseur (novel)', 'The Middle Passage (book)', 'India: A Wounded Civilization', 'India: A Million Mutinies Now']"
96,Rene Barjavel,1911.0,Science fiction,"[""Le diable l'emporte"", 'Les Chemins de Katmandou', 'Les Dames à la licorne', 'Une rose au paradis', 'La Tempête', ""L'Enchanteur""]"
97,Jane Hamilton,1957.0,,[]
98,Dave Barry,1947.0,,[]
99,David Guterson,1956.0,,[]
100,Bernhard Schlink,1944.0,,[]
101,Marc Levy,1961.0,Novel,[]
102,Tony Parsons,,,
103,"Hubert Selby, Jr.",1928.0,,[]
104,Jonathan Kellerman,,,['Blood Test (novel)']
105,Iain Banks,1954.0,,"['The Wasp Factory', 'Walking on Glass', 'The Bridge (novel)', 'Espedair Street', 'Canal Dreams', 'The Crow Road', 'Complicity (novel)', 'Whit (novel)', 'A Song of Stone', 'The Business (novel)', 'Dead Air (novel)', 'The Steep Approach to Garbadale', 'Stonemouth', 'Raw Spirit', 'Consider Phlebas', 'The Player of Games', 'Use of Weapons', 'Excession', 'Inversions (novel)', 'Look to Windward', 'Matter (novel)', 'Surface Detail', 'The Hydrogen Sonata', 'Against a Dark Background', 'Feersum Endjinn', 'The Algebraist', 'Transition (novel)']"
106,Cyril M. Kornbluth,1923.0,Science fiction,[]
107,John Varley,,,
108,Nicola Griffith,1960.0,Fiction,[]
109,Peter Høeg,1957.0,"fiction, recent history",[]
110,E. L. Doctorow,1931.0,['Fiction'],"['Welcome to Hard Times (novel)', 'The Book of Daniel (novel)', 'Ragtime (novel)', 'Loon Lake (novel)', ""World's Fair (novel)"", 'Billy Bathgate', 'The Waterworks', 'The March (novel)', 'Homer &amp; Langley', ""Andrew's Brain""]"
111,Andrew Clements,1949.0,Children's literature,[]
112,Marion Zimmer Bradley,1930.0,['Science fantasy'],"['Falcons of Narabedla', 'The Door Through Space', 'The Colors of Space', 'The Ruins of Isis', 'The Catch Trap', 'The House Between the Worlds', 'The Firebrand (Bradley novel)', 'The Mists of Avalon', 'The Inheritor (novel)', 'The Planet Savers', 'The Bloody Sun', 'Star of Danger', 'The Winds of Darkover', 'The World Wreckers', 'Darkover Landfall', 'The Heritage of Hastur', 'The Shattered Chain', 'Stormqueen!', ""Sharra's Exile"", 'Hawkmistress!', 'City of Sorcery', 'The Heirs of Hammerfell', 'The Mists of Avalon', 'The Forest House', 'Lady of Avalon', 'Priestess of Avalon', 'Ancestors of Avalon']"
113,David Alan Mack,,science fiction,[]
114,Michael Connelly,1956.0,"['crime fiction', ' mystery novels']","['The Black Echo', 'The Black Ice', 'The Concrete Blonde', 'The Last Coyote', 'Trunk Music (novel)', 'Angels Flight (novel)', 'A Darkness More Than Night', 'City of Bones (Connelly novel)', 'Lost Light', 'The Narrows (Connelly novel)', 'The Closers', 'Echo Park (novel)', 'The Overlook', 'The Drop (Connelly novel)', 'The Black Box (novel)', 'The Burning Room', 'The Crossing (Connelly novel)', 'The Poet (novel)', 'The Scarecrow (Connelly novel)', 'Fair Warning (Connelly novel)', 'Blood Work (novel)', 'A Darkness More Than Night', 'The Lincoln Lawyer', 'The Brass Verdict', 'The Reversal', 'The Fifth Witness', 'The Gods of Guilt', 'Void Moon', 'Chasing the Dime']"
115,Lilian Jackson Braun,1913.0,,"['The Narrative of Arthur Gordon Pym of Nantucket', 'The Journal of Julius Rodman', ""The Conchologist's First Book"", 'The Balloon-Hoax']"
116,Emily Brontë,1818.0,"['Epistolary novel', ' social criticism']","['Shirley (novel)', 'Villette (novel)', 'The Professor (novel)', 'Jane Eyre', 'Shirley (novel)', 'Villette (novel)', 'The Professor (novel)', 'Wuthering Heights', 'Agnes Grey', 'The Tenant of Wildfell Hall']"
117,Sidney Sheldon,1917.0,['Thriller novel'],"['The Other Side of Midnight', 'Memories of Midnight', 'The Stars Shine Down', 'The Best Laid Plans', 'The Naked Face', 'A Stranger in the Mirror', 'Bloodline (Sheldon novel)', 'Rage of Angels', 'Master of the Game (novel)', 'If Tomorrow Comes (novel)', 'Windmills of the Gods', 'The Sands of Time (Sheldon novel)', 'The Doomsday Conspiracy', 'Nothing Lasts Forever (Sheldon novel)', 'Tell Me Your Dreams', 'Are You Afraid of the Dark? (novel)', ""Sidney Sheldon's Mistress of the Game"", ""Sidney Sheldon's After the Darkness""]"
118,Robin Cook,1946.0,,[]
119,Frank E. Peretti,1951.0,"['Fantasy', ' Young adult']","['This Present Darkness', 'Prophet (novel)', 'The Visitation (novel)', 'Monster (Peretti novel)', ""Hangman's Curse"", 'Nightmare Academy']"
120,John A. Keel,1930.0,,['The Mothman Prophecies']
121,Judith Guest,1936.0,,"['Ordinary People (Guest novel)', 'Second Heaven']"
122,Harry Turtledove,1949.0,['Alternate history'],"['Justinian (novel)', 'Over the Wine Dark Sea', ""The Gryphon's Skull"", 'The Sacred Land', 'Owls to Athens', 'The Stolen Throne', 'The Stolen Throne', 'Worldwar: In the Balance', 'Worldwar: In the Balance', 'Worldwar: Tilting the Balance', 'Worldwar: Upsetting the Balance', 'Worldwar: Striking the Balance', 'Colonization: Second Contact', 'Colonization: Second Contact', 'Colonization: Down to Earth', 'Colonization: Aftershocks', 'Homeward Bound (Turtledove novel)', 'How Few Remain', 'The Great War: American Front', 'The Great War: American Front', 'The Great War: Walk in Hell', 'American Empire: Blood and Iron', 'American Empire: Blood and Iron', 'American Empire: The Center Cannot Hold', 'American Empire: The Victorious Opposition', 'Settling Accounts: Return Engagement', 'Settling Accounts: Return Engagement', 'Settling Accounts: Drive to the East', 'Settling Accounts: The Grapple', 'Settling Accounts: In at the Death', 'Into the Darkness (novel)', 'Darkness Descending', 'Through the Darkness (novel)', 'Rulers of the Darkness', 'Jaws of Darkness', 'Out of the Darkness (Turtledove novel)', 'Sentry Peak', 'Marching Through Peachtree', 'Advance and Retreat', 'Days of Infamy series', 'Days of Infamy series', 'Beyond the Gap', 'The War That Came Early', 'The War That Came Early']"
123,Norton Juster,1929.0,['Science fiction'],"['Star Gate (novel)', 'The Beast Master', 'Quag Keep', 'The Time Traders', 'Galactic Derelict', 'The Defiant Agents', 'Key Out of Time', 'Catseye (novel)', 'Storm Over Warlock', 'Postmarked the Stars', 'Witch World (novel)', 'The Stars Are Ours!', 'Star Born', 'The Beast Master', 'Star Rangers (novel)', 'Star Guard', 'The Crossroads of Time', 'Quest Crosstime', 'Catseye (novel)', 'Storm Over Warlock', 'The Halfblood Chronicles', 'The Halfblood Chronicles', 'The Halfblood Chronicles', 'Return to Quag Keep', 'Sargasso of Space', 'Plague Ship', 'Voodoo Planet', 'Postmarked the Stars', 'The Time Traders', 'Galactic Derelict', 'The Defiant Agents', 'Key Out of Time', 'Witch World (novel)', 'Star Gate (novel)']"
124,Chuck Palahniuk,1962.0,['Satirical novel'],"['Fight Club (novel)', 'Survivor (Palahniuk novel)', 'Invisible Monsters', 'Choke (novel)', 'Lullaby (Palahniuk novel)', 'Diary (novel)', 'Haunted (Palahniuk novel)', 'Rant (novel)', 'Snuff (Palahniuk novel)', 'Pygmy (novel)', 'Invisible Monsters', 'Doomed (novel)', 'Beautiful You (novel)', 'Stranger than Fiction: True Stories', 'Fight Club (novel)', 'Survivor (Palahniuk novel)', 'Invisible Monsters', 'Choke (novel)', 'Lullaby (Palahniuk novel)', 'Diary (novel)', 'Haunted (Palahniuk novel)', 'Rant (novel)', 'Snuff (Palahniuk novel)', 'Pygmy (novel)', 'Tell-All', 'Invisible Monsters', 'Doomed (novel)', 'Beautiful You (novel)', 'Legacy (novella)', 'Adjustment Day', 'Haunted (Palahniuk novel)', 'Stranger than Fiction: True Stories']"
125,Frances Hodgson Burnett,1849.0,,"['Little Lord Fauntleroy', 'A Lady of Quality', 'The Making of a Marchioness', 'A Little Princess', 'The Shuttle (novel)', 'The Lost Prince (Burnett novel)', 'The Head of the House of Coombe', 'Anime Himitsu no Hanazono']"
126,Sheri S. Tepper,1929.0,"Horror, mystery fiction, feminist science fiction",[]
127,Alice Walker,1944.0,['Family-saga novel'],"['The Macdermots of Ballycloran', ""The Kellys and the O'Kellys"", 'The Three Clerks', 'Castle Richmond', 'Orley Farm (novel)', 'Rachel Ray (novel)', 'Miss Mackenzie', 'The Belton Estate', 'The Claverings', 'He Knew He Was Right', 'The Vicar of Bullhampton', 'Sir Harry Hotspur of Humblethwaite', 'Ralph the Heir', 'Lady Anna (novel)', 'The Way We Live Now', 'The American Senator', 'An Eye for an Eye (novel)', 'Cousin Henry', ""Ayala's Angel"", ""Doctor Wortle's School"", 'The Fixed Period', 'Kept in the Dark', 'The Warden', 'Barchester Towers', 'Doctor Thorne', 'Framley Parsonage', 'The Small House at Allington', 'The Last Chronicle of Barset', 'Can You Forgive Her?', 'Phineas Finn', 'The Eustace Diamonds', 'Phineas Redux', 'The Prime Minister (novel)', ""The Duke's Children""]"
128,Ralph Ellison,1913.0,['African-American literature'],"['Invisible Man', 'Juneteenth (novel)']"
129,Diana Gabaldon,1952.0,['Mystery'],"['Dragonfly in Amber', 'Voyager (novel)', 'Drums of Autumn', 'The Fiery Cross (novel)', 'A Breath of Snow and Ashes', 'An Echo in the Bone', 'Outlander (novel)', 'Dragonfly in Amber', 'Voyager (novel)', 'Drums of Autumn', 'The Fiery Cross (novel)', 'A Breath of Snow and Ashes', 'An Echo in the Bone', ""Written in My Own Heart's Blood"", 'Naked Came the Phoenix']"
130,Zadie Smith,1975.0,['Essay collection'],"['White Teeth', 'The Autograph Man', 'On Beauty', 'NW (novel)', 'The Fraud', 'Feel Free (Smith book)']"
131,William Kennedy,,,
132,John Steinbeck,1902.0,,[]
133,Stephen Chbosky,1970.0,['Horror fiction'],"['The Perks of Being a Wallflower', 'Imaginary Friend (novel)']"
134,Margaret Weis,1948.0,['Fantasy novel'],"['The Raistlin Chronicles', 'The Raistlin Chronicles', 'Amber and Ashes', 'Amber and Ashes', 'Amber and Iron', 'Amber and Blood']"
135,Elizabeth Laird,,,
136,Neil Gaiman,1960.0,"Fantasy, horror, science fiction, dark fantasy, comedy",[]
137,Arthur C. Clarke,1917.0,Hard science fictionPopular science,"['2001: A Space Odyssey (novel)', '2061: Odyssey Three', '3001: The Final Odyssey', 'The Sands of Mars', 'Islands in the Sky', ""Childhood's End"", 'Earthlight', 'The City and the Stars', 'The Deep Range', 'Dolphin Island (novel)', 'Glide Path', 'Imperial Earth', 'The Ghost from the Grand Banks', 'The Hammer of God (Clarke novel)']"
138,Marilynne Robinson,1943.0,,"['Housekeeping (novel)', 'Gilead (novel)', 'Home (Robinson novel)', 'Lila (Robinson novel)', 'Jack (Robinson novel)']"
139,Laurie R. King,1952.0,,"['Creepshow', 'It Chapter Two', 'The Tommyknockers (miniseries)', 'The Langoliers (miniseries)', 'The Outsider (miniseries)', ""Lisey's Story (miniseries)"", ""Salem's Lot (1979 miniseries)"", 'Pet Sematary', 'Four Past Midnight', 'Misery (novel)', 'Creepshow (comics)', ""Lisey's Story (miniseries)"", 'Heroes for Hope', 'American Vampire']"
140,Jeanne DuPrau,1946.0,,[]
141,Louise Erdrich,1954.0,,"['Future Home of the Living God', 'Tracks (novel)', 'The Bingo Palace', 'Four Souls (novel)', 'The Round House (novel)', 'LaRose (novel)', 'The Birchbark House', 'The Game of Silence']"
142,Melinda Rucker Haynes,,,
143,Tim Powers,1952.0,['Fantasy'],"['The Drawing of the Dark', 'The Drawing of the Dark', 'The Anubis Gates', ""Dinner at Deviant's Palace"", 'On Stranger Tides', 'Expiration Date (Powers novel)', 'Earthquake Weather (novel)', 'Declare', 'Three Days to Never']"
144,Jean Lorrah,1940.0,,"['Savage Empire', 'The Vulcan Academy Murders', 'The IDIC Epidemic', 'Survivors (Star Trek)']"
145,Charles Bukowski,1920.0,"['Detective fiction', ' absurdist fiction', ' postmodernism']","['Post Office (novel)', 'Factotum (novel)', 'Women (Bukowski novel)', 'Ham on Rye', 'Hollywood (Bukowski novel)', 'Pulp (novel)']"
146,Morris Gleitzman,1953.0,,[]
147,Rita Mae Brown,1944.0,,[]
148,Cornelia Funke,1958.0,"Adventure, fantasy",[]
149,James McBride,,,
150,Louis Sachar,1954.0,Children's fiction,[]
151,Anne McCaffrey,1926.0,,"['Acorna: The Unicorn Girl', ""Acorna's Quest"", ""Acorna's People"", ""Acorna's World"", ""Acorna's Search"", ""Acorna's Rebels"", ""Acorna's Triumph"", 'First Warning (novel)', 'The Ship Who Sang', 'The Ship Who Searched', 'Crystal Singer', 'Killashandra (novel)', 'Dinosaur Planet (novel)', 'Sassinak', 'Sassinak', 'The Death of Sleep', 'Generation Warriors', 'To Ride Pegasus', 'Pegasus in Flight', 'Pegasus in Space', 'The Rowan', 'Damia (novel)', ""Damia's Children"", ""Lyon's Pride"", 'The Tower and the Hive', 'Restoree']"
152,Larry McMurtry,1936.0,,"['Streets of Laredo (novel)', ""Dead Man's Walk"", 'Comanche Moon', ""Dead Man's Walk (miniseries)""]"
153,Umberto Eco,1932.0,,"['Six Walks in the Fictional Woods', 'The Name of the Rose', 'The Island of the Day Before', 'Baudolino', 'The Mysterious Flame of Queen Loana', 'The Prague Cemetery', 'Numero Zero', 'La Ricerca della Lingua Perfetta nella Cultura Europea', 'Six Walks in the Fictional Woods', 'Belief or Nonbelief?', 'Kant and the Platypus', 'The Infinity of Lists']"
